id,label,class,text
198,1,Phishing,"Package delivery failed: Your USPS parcel could not be delivered. Click the link and pay the $3.50 reshipping fee with your bank account number immediately."
199,1,Phishing,"Nigerian prince inheritance: I am a prince and have 1 BTC in inheritance funds. I need your security question answers urgently to transfer the money. Please respond right now."
200,2,AI-Generated,"Hello there, As part of our ongoing commitment to excellence, our team has been working diligently to bring you these improvements. Going forward, we will continue to enhance our offerings. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
201,1,Phishing,"SECURITY NOTICE: Your Wells Fargo account has been locked. Tap here to verify your password immediately or face account suspension."
202,1,Phishing,"IRS notice: You owe unpaid taxes. Log in now and provide your social security number right now to avoid deletion of all data."
203,2,AI-Generated,"Dear valued customer, This is to inform you that that your membership has been thoughtfully extended for your convenience. Going forward, we will continue to enhance our offerings. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for being a valued part of our community. Kind regards, The Operations Team"
204,0,Legitimate,"Meeting scheduled 3pm in the main conference room. Please come prepared with updates on the design mockups."
205,1,Phishing,"ATTENTION: A wire transfer of $5000 has been initiated from your account. Update now in the next 6 hours to cancel if you did not authorize this."
206,1,Phishing,"URGENT: Your eBay email storage is full. Click here http://login-secure.cf/auth to upgrade and confirm your login credentials or lose all messages today."
207,0,Legitimate,"The operations team has finished the sprint plan for review. Please share your thoughts and any revisions needed by tomorrow."
208,2,AI-Generated,"Dear customer, We trust that this communication finds you in good spirits. We are excited to inform you your membership has been thoughtfully extended for your convenience. We remain committed to providing exceptional service. Thank you for being a valued part of our community. Best wishes, The Service Team"
209,0,Legitimate,"Hey Paul, I pushed the latest changes to the user research branch. Could you take a look when you get a chance? No rush."
210,0,Legitimate,"Can you send me the updated figures for the monthly KPIs? I need them before the exec review on Friday."
211,2,AI-Generated,"Dear valued member, We wish to inform you we have introduced new functionalities that we believe you will appreciate. We appreciate your continued trust and support. We kindly request your attention to this matter. We appreciate your prompt attention to this matter. Best wishes, The Service Team"
212,1,Phishing,"URGENT: Your Apple account has been flagged for fraudulent transactions. Tap here to verify your identity or lose access in the next 6 hours."
213,0,Legitimate,"Great work on the report! The client was really impressed with the data and insights you shared."
214,1,Phishing,"WINNER! You have been selected as a lucky winner of $10000. Send your credit card details immediately to claim your prize."
215,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
216,2,AI-Generated,"Dear valued customer, We wish to inform you that we have introduced new functionalities that we believe you will appreciate. Moreover, We strive to maintain the highest standards of quality. Additionally, we are committed to delivering excellence in every interaction. Thank you for your cooperation and understanding. Best regards, Customer Service"
217,2,AI-Generated,"Dear valued customer, It has come to our attention that your membership has been thoughtfully extended for your convenience. We strive to maintain the highest standards of quality. Accordingly, we are pleased to share these updates with you. Should you have any questions, please do not hesitate to contact us. Best wishes, The Service Team"
218,2,AI-Generated,"Dear user, We wish to inform you that we have introduced new functionalities that we believe you will appreciate. We take your privacy and security very seriously. We appreciate your prompt attention to this matter. Best regards, Customer Service"
219,2,AI-Generated,"Dear valued member, Thank you for being a valued member of our community. It is with great pleasure that we inform you that we have refined our processes to deliver an enhanced user experience. Rest assured that we are here to assist you at every step. We appreciate your prompt attention to this matter. Kind regards, The Operations Team"
